character,movie,mbti,href,year,notes,id,mbti_vote,mbti_count,big5_vote,big5_count
Ada Monroe,cold mountain,ISFJ,https://www.personality-database.com/profile/93685/ada-monroe-cold-mountain-2003-mbti-personality-type,2003.0,,159365.0,ISFJ(3),4 Votes,XXXX(0),0 Votes
W. P. Inman,cold mountain,ISFP,https://www.personality-database.com/profile/93684/w-p-inman-cold-mountain-2003-mbti-personality-type,2003.0,,159365.0,ISFP(3),5 Votes,XXXX(0),0 Votes
Roger Stuart,the dead zone,ESTJ,https://www.personality-database.com/profile/91537/roger-stuart-the-dead-zone-1983-mbti-personality-type,1983.0,,85407.0,ESTJ(4),4 Votes,XXXX(0),0 Votes
Greg Stillson,the dead zone,ESTP,https://www.personality-database.com/profile/24015/greg-stillson-the-dead-zone-1983-mbti-personality-type,1983.0,,85407.0,ESTP(4),5 Votes,XXXX(0),0 Votes
Dr. Sam Weizak,the dead zone,INFJ,https://www.personality-database.com/profile/91536/dr-sam-weizak-the-dead-zone-1983-mbti-personality-type,1983.0,,85407.0,INFJ(1),1 Votes,XXXX(0),0 Votes
Johnny Smith,the dead zone,INFJ,https://www.personality-database.com/profile/24012/johnny-smith-the-dead-zone-1983-mbti-personality-type,1983.0,,85407.0,INFJ(7),13 Votes,XXXX(0),0 Votes
Henrietta Dodd,the dead zone,ISFJ,https://www.personality-database.com/profile/91538/henrietta-dodd-the-dead-zone-1983-mbti-personality-type,1983.0,,85407.0,ISFJ(1),1 Votes,XXXX(0),0 Votes
Sarah Bracknell,the dead zone,ISFJ,https://www.personality-database.com/profile/24013/sarah-bracknell-the-dead-zone-1983-mbti-personality-type,1983.0,,85407.0,ISFJ(3),4 Votes,XXXX(0),0 Votes
Sonny Elliman,the dead zone,ISTJ,https://www.personality-database.com/profile/143681/sonny-elliman-the-dead-zone-1983-mbti-personality-type,1983.0,,85407.0,ISTJ(2),2 Votes,XXXX(0),0 Votes
Dr. Edward Morbius,forbidden planet,INTP,https://www.personality-database.com/profile/87893/dr-edward-morbius-forbidden-planet-1956-mbti-personality-type,1956.0,,49223.0,INTP(2),2 Votes,RCOAI(1),1 Votes
"Lt. ""Doc"" Ostrow",forbidden planet,ISFJ,https://www.personality-database.com/profile/87896/lt-doc-ostrow-forbidden-planet-1956-mbti-personality-type,1956.0,,49223.0,ISFJ(1),1 Votes,RCOAN(1),1 Votes
"Altaira ""Alta"" Morbius",forbidden planet,ISFP,https://www.personality-database.com/profile/87895/altaira-alta-morbius-forbidden-planet-1956-mbti-personality-type,1956.0,,49223.0,ISFP(2),2 Votes,RLUAN(1),1 Votes
Frank Martin,willard,ESTJ,https://www.personality-database.com/profile/75800/frank-martin-willard-2003-mbti-personality-type,2003.0,,310357.0,ESTJ(2),2 Votes,XXXX(0),0 Votes
Willard Stiles,willard,INFP,https://www.personality-database.com/profile/75797/willard-stiles-willard-2003-mbti-personality-type,2003.0,,310357.0,INFP(5),6 Votes,XXXX(0),0 Votes
Ben,willard,INTJ,https://www.personality-database.com/profile/75799/ben-willard-2003-mbti-personality-type,2003.0,,310357.0,INTJ(1),1 Votes,XXXX(0),0 Votes
Socrates,willard,ISFJ,https://www.personality-database.com/profile/75798/socrates-willard-2003-mbti-personality-type,2003.0,,310357.0,ISFJ(3),3 Votes,XXXX(0),0 Votes
Henrietta Stiles,willard,ISTJ,https://www.personality-database.com/profile/75802/henrietta-stiles-willard-2003-mbti-personality-type,2003.0,,310357.0,ISTJ(1),1 Votes,XXXX(0),0 Votes
First Officer Jeff Skiles,sully,ESTJ,https://www.personality-database.com/profile/67668/first-officer-jeff-skiles-sully-2016-mbti-personality-type,2016.0,,3263904.0,ESTJ(5),6 Votes,XXXX(0),0 Votes
"Captain Chesley ""Sully"" Sullenberger",sully,ISTJ,https://www.personality-database.com/profile/67667/captain-chesley-sully-sullenberger-sully-2016-mbti-personality-type,2016.0,,3263904.0,ISTJ(21),26 Votes,RCOAN(1),1 Votes
Colonel Edmund Munro,the last of the mohicans,ESTJ,https://www.personality-database.com/profile/29758/colonel-edmund-munro-the-last-of-the-mohicans-1992-mbti-personality-type,1992.0,,104691.0,ESTJ(5),5 Votes,XXXX(0),0 Votes
Major Duncan Heyward,the last of the mohicans,ESTJ,https://www.personality-database.com/profile/29756/major-duncan-heyward-the-last-of-the-mohicans-1992-mbti-personality-type,1992.0,,104691.0,ESTJ(7),8 Votes,XXXX(0),0 Votes
Cora Munro,the last of the mohicans,INFJ,https://www.personality-database.com/profile/29752/cora-munro-the-last-of-the-mohicans-1992-mbti-personality-type,1992.0,,104691.0,INFJ(14),16 Votes,XXXX(0),0 Votes
Alice Munro,the last of the mohicans,INFP,https://www.personality-database.com/profile/29755/alice-munro-the-last-of-the-mohicans-1992-mbti-personality-type,1992.0,,104691.0,INFP(15),15 Votes,XXXX(0),0 Votes
Magua,the last of the mohicans,INTJ,https://www.personality-database.com/profile/29757/magua-the-last-of-the-mohicans-1992-mbti-personality-type,1992.0,,104691.0,INTJ(11),13 Votes,XXXX(0),0 Votes
Capitaine Louis Joseph de Montcalm,the last of the mohicans,INTJ,https://www.personality-database.com/profile/29759/capitaine-louis-joseph-de-montcalm-the-last-of-the-mohicans-1992-mbti-personality-type,1992.0,,104691.0,INTJ(1),1 Votes,XXXX(0),0 Votes
Sachem,the last of the mohicans,ISFJ,https://www.personality-database.com/profile/29790/sachem-the-last-of-the-mohicans-1992-mbti-personality-type,1992.0,,104691.0,ISFJ(1),1 Votes,XXXX(0),0 Votes
Chingachgook,the last of the mohicans,ISTJ,https://www.personality-database.com/profile/29753/chingachgook-the-last-of-the-mohicans-1992-mbti-personality-type,1992.0,,104691.0,ISTJ(7),7 Votes,XXXX(0),0 Votes
Annie Farrell,collateral,ESTJ,https://www.personality-database.com/profile/27679/annie-farrell-collateral-2004-mbti-personality-type,2004.0,,369339.0,ESTJ(7),9 Votes,XXXX(0),0 Votes
Max Durocher,collateral,ISFJ,https://www.personality-database.com/profile/27678/max-durocher-collateral-2004-mbti-personality-type,2004.0,,369339.0,ISFJ(26),43 Votes,RCOAN(4),6 Votes
Felix Reyes-Torrena,collateral,ISTJ,https://www.personality-database.com/profile/27681/felix-reyestorrena-collateral-2004-mbti-personality-type,2004.0,,369339.0,ISTJ(5),10 Votes,XXXX(0),0 Votes
Vincent,collateral,ISTP,https://www.personality-database.com/profile/27677/vincent-collateral-2004-mbti-personality-type,2004.0,,369339.0,ISTP(50),135 Votes,SCOEI(8),20 Votes
Ray Fanning,collateral,ISTP,https://www.personality-database.com/profile/27680/ray-fanning-collateral-2004-mbti-personality-type,2004.0,,369339.0,ISTP(11),14 Votes,XXXX(0),0 Votes
Alice Eklund-Ward,the fighter,ESTJ,https://www.personality-database.com/profile/27407/alice-eklundward-the-fighter-2010-mbti-personality-type,2010.0,,964517.0,ESTJ(4),6 Votes,RLOAN(1),1 Votes
"Dick ""Dicky"" Eklund",the fighter,ESTP,https://www.personality-database.com/profile/27405/dick-dicky-eklund-the-fighter-2010-mbti-personality-type,2010.0,,964517.0,ESTP(6),11 Votes,XXXX(0),0 Votes
Micky Ward,the fighter,ISFJ,https://www.personality-database.com/profile/27404/micky-ward-the-fighter-2010-mbti-personality-type,2010.0,,964517.0,ISFJ(6),10 Votes,RCOAN(1),1 Votes
Charlene Fleming,the fighter,ISTP,https://www.personality-database.com/profile/27406/charlene-fleming-the-fighter-2010-mbti-personality-type,2010.0,,964517.0,ISTP(4),4 Votes,XXXX(0),0 Votes
Mr. Robinson,the graduate,ESTJ,https://www.personality-database.com/profile/14878/mr-robinson-the-graduate-1967-mbti-personality-type,1967.0,,61722.0,ESTJ(8),13 Votes,XXXX(0),0 Votes
Mrs. Robinson,the graduate,ESTJ,https://www.personality-database.com/profile/14877/mrs-robinson-the-graduate-1967-mbti-personality-type,1967.0,,61722.0,ESTJ(18),40 Votes,RLOEN(1),1 Votes
Mr. Braddock,the graduate,ESTP,https://www.personality-database.com/profile/374422/mr-braddock-the-graduate-1967-mbti-personality-type,1967.0,,61722.0,ESTP(1),1 Votes,XXXX(0),0 Votes
"Benjamin ""Ben"" Braddock",the graduate,INTP,https://www.personality-database.com/profile/14876/benjamin-ben-braddock-the-graduate-1967-mbti-personality-type,1967.0,,61722.0,INTP(38),72 Votes,RLUEI(2),4 Votes
Elaine Robinsón,the graduate,ISFP,https://www.personality-database.com/profile/14879/elaine-robinsn-the-graduate-1967-mbti-personality-type,1967.0,,61722.0,ISFP(19),22 Votes,RCOAI(1),1 Votes
"Lornette ""Mace"" Mason",strange days,ESTJ,https://www.personality-database.com/profile/9806/lornette-mace-mason-strange-days-1995-mbti-personality-type,1995.0,,114558.0,ESTJ(4),4 Votes,XXXX(0),0 Votes
Max Peltier,strange days,ESTP,https://www.personality-database.com/profile/9808/max-peltier-strange-days-1995-mbti-personality-type,1995.0,,114558.0,ESTP(4),4 Votes,XXXX(0),0 Votes
Faith,strange days,ISFP,https://www.personality-database.com/profile/9807/faith-strange-days-1995-mbti-personality-type,1995.0,,114558.0,ISFP(4),4 Votes,XXXX(0),0 Votes
Detective Cho Yong-koo,memories of murder,ESTP,https://www.personality-database.com/profile/111385/detective-cho-yongkoo-memories-of-murder-2003-mbti-personality-type,2003.0,,353969.0,ESTP(13),19 Votes,RLUEN(2),2 Votes
Detective Park Doo-man,memories of murder,ESTP,https://www.personality-database.com/profile/111383/detective-park-dooman-memories-of-murder-2003-mbti-personality-type,2003.0,,353969.0,ESTP(29),38 Votes,RCOAN(2),3 Votes
Detective Seo Tae-yoon,memories of murder,INTJ,https://www.personality-database.com/profile/111384/detective-seo-taeyoon-memories-of-murder-2003-mbti-personality-type,2003.0,,353969.0,INTJ(39),49 Votes,RCOAI(3),5 Votes
Lo (Dark Cloud),"crouching tiger, hidden dragon",ESTP,https://www.personality-database.com/profile/39650/lo-dark-cloud-crouching-tiger-hidden-dragon-2000-mbti-personality-type,2000.0,,190332.0,ESTP(9),12 Votes,SCUEN(1),2 Votes
Li Mu-bai,"crouching tiger, hidden dragon",INFJ,https://www.personality-database.com/profile/39647/li-mubai-crouching-tiger-hidden-dragon-2000-mbti-personality-type,2000.0,,190332.0,INFJ(13),15 Votes,RCOAI(1),1 Votes
Yu Shu-lien,"crouching tiger, hidden dragon",ISFJ,https://www.personality-database.com/profile/39646/yu-shulien-crouching-tiger-hidden-dragon-2000-mbti-personality-type,2000.0,,190332.0,ISFJ(9),14 Votes,RCOAN(1),1 Votes
Jen Yu,"crouching tiger, hidden dragon",ISFP,https://www.personality-database.com/profile/39648/jen-yu-crouching-tiger-hidden-dragon-2000-mbti-personality-type,2000.0,,190332.0,ISFP(16),29 Votes,RLUEI(1),1 Votes
Jade Fox,"crouching tiger, hidden dragon",ISTJ,https://www.personality-database.com/profile/39649/jade-fox-crouching-tiger-hidden-dragon-2000-mbti-personality-type,2000.0,,190332.0,ISTJ(6),11 Votes,RCOAN(1),1 Votes
Hap Eckhart,insomnia,ESTP,https://www.personality-database.com/profile/22167/hap-eckhart-insomnia-2002-mbti-personality-type,2002.0,,278504.0,ESTP(5),7 Votes,XXXX(0),0 Votes
Walter Finch,insomnia,INFP,https://www.personality-database.com/profile/22165/walter-finch-insomnia-2002-mbti-personality-type,2002.0,,278504.0,INFP(10),14 Votes,RLUEI(1),1 Votes
Ellie Burr,insomnia,ISFJ,https://www.personality-database.com/profile/22166/ellie-burr-insomnia-2002-mbti-personality-type,2002.0,,278504.0,ISFJ(7),10 Votes,XXXX(0),0 Votes
Will Dormer,insomnia,ISTP,https://www.personality-database.com/profile/22164/will-dormer-insomnia-2002-mbti-personality-type,2002.0,,278504.0,ISTP(14),23 Votes,XXXX(0),0 Votes
Frank Booth,blue velvet,ESTP,https://www.personality-database.com/profile/11566/frank-booth-blue-velvet-1986-mbti-personality-type,1986.0,,90756.0,ESTP(36),40 Votes,SLUEN(6),6 Votes
Jeffrey Beaumont,blue velvet,INFJ,https://www.personality-database.com/profile/35035/jeffrey-beaumont-blue-velvet-1986-mbti-personality-type,1986.0,,90756.0,INFJ(43),44 Votes,RCOAI(4),4 Votes
Sandy Williams,blue velvet,INFP,https://www.personality-database.com/profile/35036/sandy-williams-blue-velvet-1986-mbti-personality-type,1986.0,,90756.0,INFP(21),30 Votes,XXXX(0),0 Votes
Dorothy Vallens,blue velvet,ISFP,https://www.personality-database.com/profile/11565/dorothy-vallens-blue-velvet-1986-mbti-personality-type,1986.0,,90756.0,ISFP(27),28 Votes,RLUAN(1),1 Votes
Hellboy,hellboy,ESTP,https://www.personality-database.com/profile/4801/hellboy-hellboy-2004-mbti-personality-type,2004.0,,167190.0,ESTP(36),61 Votes,SLUEN(2),5 Votes
Professor Trevor Bruttenholm,hellboy,INFJ,https://www.personality-database.com/profile/551138/professor-trevor-bruttenholm-hellboy-2004-mbti-personality-type,2004.0,,167190.0,INFJ(2),2 Votes,XXXX(0),0 Votes
Liz Sherman,hellboy,INFP,https://www.personality-database.com/profile/8621/liz-sherman-hellboy-2004-mbti-personality-type,2004.0,,167190.0,INFP(14),21 Votes,RLUEI(1),1 Votes
Karl Ruprect Kroenen,hellboy,INTJ,https://www.personality-database.com/profile/268308/karl-ruprect-kroenen-hellboy-2004-mbti-personality-type,2004.0,,167190.0,INTJ(16),28 Votes,RCOEI(1),2 Votes
Rasputin,hellboy,INTJ,https://www.personality-database.com/profile/4803/rasputin-hellboy-2004-mbti-personality-type,2004.0,,167190.0,INTJ(9),12 Votes,XXXX(0),0 Votes
Abe Sapien,hellboy,INTP,https://www.personality-database.com/profile/4802/abe-sapien-hellboy-2004-mbti-personality-type,2004.0,,167190.0,INTP(29),35 Votes,SCOAI(2),4 Votes
John Myers,hellboy,ISFJ,https://www.personality-database.com/profile/364181/john-myers-hellboy-2004-mbti-personality-type,2004.0,,167190.0,ISFJ(4),5 Votes,XXXX(0),0 Votes
Sammael,hellboy,ISTJ,https://www.personality-database.com/profile/269063/sammael-hellboy-2004-mbti-personality-type,2004.0,,167190.0,ISTJ(2),3 Votes,XXXX(0),0 Votes
Babe Bennett ,mr. deeds goes to town,ESFP,https://www.personality-database.com/profile/1586072/babe-bennett--mr-deeds-goes-to-town-1936-mbti-personality-type,1936.0,,27996.0,ESTP(1),1 Votes,XXXX(0),0 Votes
Doug,ghost world,ESTP,https://www.personality-database.com/profile/598930/doug-ghost-world-2001-mbti-personality-type,2001.0,,162346.0,ESTP(1),1 Votes,XXXX(0),0 Votes
Seymour,ghost world,INFP,https://www.personality-database.com/profile/44778/seymour-ghost-world-2001-mbti-personality-type,2001.0,,162346.0,INFP(23),35 Votes,RLUAI(1),2 Votes
Enid Coleslaw,ghost world,ISFP,https://www.personality-database.com/profile/44776/enid-coleslaw-ghost-world-2001-mbti-personality-type,2001.0,,162346.0,ISFP(50),99 Votes,RLUEN(5),10 Votes
Rebecca Doppelmeyer,ghost world,ISTJ,https://www.personality-database.com/profile/44777/rebecca-doppelmeyer-ghost-world-2001-mbti-personality-type,2001.0,,162346.0,ISTJ(26),35 Votes,RCOAN(3),4 Votes
Winston Churchill,darkest hour,ESTP,https://www.personality-database.com/profile/427293/winston-churchill-darkest-hour-2017-mbti-personality-type,2017.0,,4555426.0,ESTP(2),2 Votes,XXXX(0),0 Votes
Elizabeth Layton,darkest hour,ISFJ,https://www.personality-database.com/profile/427295/elizabeth-layton-darkest-hour-2017-mbti-personality-type,2017.0,,4555426.0,ISFJ(3),4 Votes,XXXX(0),0 Votes
Clementine Churchill,darkest hour,ISFJ,https://www.personality-database.com/profile/427294/clementine-churchill-darkest-hour-2017-mbti-personality-type,2017.0,,4555426.0,ISFJ(2),2 Votes,XXXX(0),0 Votes
King George VI,darkest hour,ISTJ,https://www.personality-database.com/profile/427296/king-george-vi-darkest-hour-2017-mbti-personality-type,2017.0,,4555426.0,ISTJ(2),2 Votes,XXXX(0),0 Votes
Chester Rush,four rooms,ESTP,https://www.personality-database.com/profile/405857/chester-rush-four-rooms-1995-mbti-personality-type,1995.0,,113101.0,ESTP(1),1 Votes,XXXX(0),0 Votes
Ted the Bellhop,four rooms,ISTJ,https://www.personality-database.com/profile/397136/ted-the-bellhop-four-rooms-1995-mbti-personality-type,1995.0,,113101.0,ISTJ(2),3 Votes,RLOAN(1),1 Votes
Johnny Charles Bartlett,the frighteners,ESTP,https://www.personality-database.com/profile/383155/johnny-charles-bartlett-the-frighteners-1996-mbti-personality-type,1996.0,,116365.0,ESTP(1),1 Votes,XXXX(0),0 Votes
Dr. Lucy Lynskey,the frighteners,INFP,https://www.personality-database.com/profile/92042/dr-lucy-lynskey-the-frighteners-1996-mbti-personality-type,1996.0,,116365.0,INFP(2),4 Votes,XXXX(0),0 Votes
Milton Dammers,the frighteners,INTJ,https://www.personality-database.com/profile/92044/milton-dammers-the-frighteners-1996-mbti-personality-type,1996.0,,116365.0,INTJ(1),1 Votes,XXXX(0),0 Votes
Roger,training day,ESTP,https://www.personality-database.com/profile/377122/roger-training-day-2001-mbti-personality-type,2001.0,,139654.0,ESTP(2),3 Votes,XXXX(0),0 Votes
Alonzo Harris,training day,ESTP,https://www.personality-database.com/profile/34175/alonzo-harris-training-day-2001-mbti-personality-type,2001.0,,139654.0,ESTP(61),124 Votes,SCOEN(5),11 Votes
Jake Hoyt,training day,ISFP,https://www.personality-database.com/profile/34174/jake-hoyt-training-day-2001-mbti-personality-type,2001.0,,139654.0,ISFP(26),41 Votes,RLUAN(1),1 Votes
Jorge,viridiana,ESTP,https://www.personality-database.com/profile/346287/jorge-viridiana-1961-mbti-personality-type,1961.0,,55601.0,ESTP(1),1 Votes,XXXX(0),0 Votes
Viridiana,viridiana,INFJ,https://www.personality-database.com/profile/346285/viridiana-viridiana-1961-mbti-personality-type,1961.0,,55601.0,INFJ(4),5 Votes,XXXX(0),0 Votes
Becca Kotler,the ring,ESTP,https://www.personality-database.com/profile/337710/becca-kotler-the-ring-2002-mbti-personality-type,2002.0,,298130.0,ESTP(2),4 Votes,XXXX(0),0 Votes
Noah Clay,the ring,ESTP,https://www.personality-database.com/profile/28538/noah-clay-the-ring-2002-mbti-personality-type,2002.0,,298130.0,ESTP(14),16 Votes,SCUEN(2),3 Votes
Samara Morgan,the ring,INFJ,https://www.personality-database.com/profile/28539/samara-morgan-the-ring-2002-mbti-personality-type,2002.0,,298130.0,INFJ(79),117 Votes,RLOEI(5),10 Votes
Richard Morgan,the ring,ISTJ,https://www.personality-database.com/profile/80567/richard-morgan-the-ring-2002-mbti-personality-type,2002.0,,298130.0,ISTJ(7),9 Votes,XXXX(0),0 Votes
Rachel Keller,the ring,ISTP,https://www.personality-database.com/profile/28536/rachel-keller-the-ring-2002-mbti-personality-type,2002.0,,298130.0,ISTP(19),51 Votes,RCOAI(4),7 Votes
Loren Visser,blood simple,ESTP,https://www.personality-database.com/profile/313031/loren-visser-blood-simple-1984-mbti-personality-type,1984.0,,86979.0,ESTP(1),1 Votes,XXXX(0),0 Votes
Ray,blood simple,ISFP,https://www.personality-database.com/profile/313029/ray-blood-simple-1984-mbti-personality-type,1984.0,,86979.0,ISFP(1),1 Votes,XXXX(0),0 Votes
Julian Marty,blood simple,ISTJ,https://www.personality-database.com/profile/313030/julian-marty-blood-simple-1984-mbti-personality-type,1984.0,,86979.0,ISTJ(1),1 Votes,XXXX(0),0 Votes
Jethro,come to daddy,ESTP,https://www.personality-database.com/profile/273689/jethro-come-to-daddy-2019-mbti-personality-type,2019.0,,8816194.0,ESTP(1),1 Votes,XXXX(0),0 Votes
Chino,the wild one,ESTP,https://www.personality-database.com/profile/241733/chino-the-wild-one-1953-mbti-personality-type,1953.0,,47677.0,ESTP(2),3 Votes,SCUEN(1),1 Votes
Kathie Bleeker,the wild one,INFP,https://www.personality-database.com/profile/241732/kathie-bleeker-the-wild-one-1953-mbti-personality-type,1953.0,,47677.0,INFP(2),2 Votes,RLUAI(1),1 Votes
